"","breaks","counts","prob","cum_prob"
"126",7.1,0,0,0.999412340842311
"127",7.2,1,0.00019588638589618,0.999608227228208
"128",7.3,0,0,0.999608227228208
"129",7.4,0,0,0.999608227228208
"130",7.5,0,0,0.999608227228208
"131",7.6,0,0,0.999608227228208
"132",7.7,0,0,0.999608227228208
"133",7.8,0,0,0.999608227228208
"134",7.9,0,0,0.999608227228208
"135",8,0,0,0.999608227228208
"136",8.1,0,0,0.999608227228208
"137",8.2,0,0,0.999608227228208
"138",8.3,0,0,0.999608227228208
"139",8.4,0,0,0.999608227228208
"140",8.5,0,0,0.999608227228208
"141",8.6,0,0,0.999608227228208
"142",8.7,0,0,0.999608227228208
"143",8.8,0,0,0.999608227228208
"144",8.9,0,0,0.999608227228208
"145",9,0,0,0.999608227228208
"146",9.1,0,0,0.999608227228208
"147",9.2,1,0.00019588638589618,0.999804113614104
"148",9.3,0,0,0.999804113614104
"149",9.4,0,0,0.999804113614104
"150",9.5,0,0,0.999804113614104
"151",9.6,1,0.00019588638589618,1
"152",9.7,0,0,1
