"","age","polygon","sex","length","weight"
"3206",5,3646,0,50.8885274489623,1.0177861752614
"1218",7,3448,0,63.4485560582341,1.93392646824676
"148",13,3131,0,89.8833571045433,5.32843170569377
"2116",5,3647,1,48.6781394333383,0.894405660046933
"4967",4,3396,0,43.8593491401994,0.660379581176545
"1209",7,3492,1,61.7209652516246,1.78464512255051
"2322",5,3250,1,53.4193603869671,1.17218417734323
"773",8,3010,1,69.3050292896887,2.50044963780588
"3005",5,3011,1,54.8775290658615,1.26774183215946
"1754",6,3183,0,69.509424769802,2.52196953537155
"2112",5,3396,1,59.534628821372,1.60683901273043
"3395",4,3346,0,47.305492082003,0.822972527388395
"1702",6,3536,0,61.9445259767176,1.80352107999609
"3484",4,3536,1,39.025725069456,0.470136574822156
"4744",4,3011,1,45.4292006677615,0.731539553378
"4763",4,3070,0,50.951778082156,1.02147178989175
"1452",6,3396,1,62.1047035098458,1.8171256515375
"4385",4,3536,0,49.5370530863073,0.941108014344832
"356",8,3183,1,77.701713252366,3.48775295829549
"1221",7,3396,1,65.2302058810629,2.09622813413646
"557",8,3346,0,75.201032010523,3.17105624325361
"1948",6,3647,1,64.1154317951616,1.99367226877058
"840",7,3011,0,62.5523615748159,1.85550394792933
"3611",4,3346,1,45.8659495739347,0.752193745348609
"3572",4,3185,0,49.0731994753111,0.915692830018761
"4507",4,3183,1,40.6211744584544,0.52827783540104
"843",7,3646,1,66.970782364475,2.26318011722552
"2463",5,3536,0,49.9496307341831,0.96409898490758
"1567",6,3346,1,61.2974971240114,1.74924670366255
"3934",4,3647,1,44.0451530436846,0.668553588361012
"5269",3,3298,0,39.2464939389192,0.477917797093788
"5058",3,3250,1,38.2202541367013,0.442452827919143
"746",8,3011,1,69.9144775557607,2.56497416233621
"49",9,3654,0,82.3659650552922,4.13255609905876
"19485",6,3647,1,64.1154317951616,1.99367226877058
"4544",4,2902,0,47.4278878368556,0.829184159686969
"4518",4,4147,1,43.3221278692573,0.637115461442291
"676",8,3267,1,67.5742617832848,2.3230379094497
"828",7,3652,0,69.5889030210125,2.53037015986694
"3641",4,3210,0,41.2263347353074,0.551507135013598
"2637",5,3025,1,51.807456666259,1.07219603747588
"2828",5,2842,1,48.6958804208108,0.895354564523065
"3425",4,4148,0,42.7262133256481,0.611946425504191
"5873",3,4147,1,38.7981791749416,0.462203997392444
"986",7,3150,0,66.6737634501799,2.2340950563345
"3977",4,4186,1,42.9726738821565,0.622275215480785
"2128",5,3151,1,54.5189418816498,1.24378602411849
"17025",6,3536,0,61.9445259767176,1.80352107999609
"190",8,3150,1,73.9214855989244,3.0165837159361
"2272",5,3207,0,52.6117443068841,1.12135556946905
"2291",5,3025,1,50.2088990567375,0.978733645359658
"1759",6,4148,1,57.3193040968467,1.43895870414295
"4915",4,3209,1,42.8969053915806,0.619087788490408
"841",7,3777,1,64.2884032071816,2.00936421862652
"360",8,4188,0,76.4122939412611,3.32198530292827
