"","age","polygon","sex","length","weight"
"1",7,1671,0,66.0959993715443,2.17822350445142
"2",5,1756,0,54.9954902128822,1.27568803115663
"3",6,3259,1,57.9543504581602,1.4858435023216
"4",7,1669,0,66.0094186839489,2.16993076787843
"5",6,1628,0,52.699751474224,1.1268227731672
"6",7,3473,1,64.8075457079876,2.05694702962165
"7",6,1080,1,57.6118564129754,1.4604349773941
"8",10,2635,0,74.7932396086888,3.12127553536654
"9",6,3095,1,63.8349779471228,1.96840082810232
"10",6,4140,1,61.7411413963572,1.78634331108808
"11",13,1955,0,87.3412434642521,4.90163596210559
"12",13,1217,0,93.1772268583902,5.91676264175307
"13",12,3266,1,86.0028164478833,4.68624042618778
"14",5,2364,1,47.9836094795871,0.857774368016831
"15",9,1723,1,79.6359227644469,3.74644985270604
"16",10,3405,1,87.430292536133,4.91619279362027
"17",5,2864,1,45.531039677732,0.736321880321474
"18",8,2665,0,80.0668696512753,3.80575193457789
"19",5,2674,1,48.6772855149631,0.894360003544273
"20",6,3452,1,61.3719163984433,1.75543384692327
"21",7,2347,1,63.8913335716585,1.973462001098
"22",6,2383,1,61.5861365513243,1.77332403540767
"23",6,3143,0,60.7656058449621,1.70544208980962
"24",8,3873,0,72.3061421846825,2.82873647521081
"25",5,3456,1,56.4591942931711,1.37702109352497
"26",10,3019,1,78.0778974497181,3.53711748040647
"27",6,2019,0,54.5023319540146,1.24268364083929
"28",7,2150,0,66.2281194461646,2.19091806958937
"29",6,4069,0,59.7348313046819,1.62261363872073
"30",7,1672,1,72.9759802014072,2.90567008400093
"31",8,196,0,65.9369031067566,2.16300116177676
"32",7,2698,1,65.794165416246,2.14940357980549
"33",6,949,0,58.628912732757,1.53673201984593
"34",16,2127,1,101.585670304151,7.60808080197545
"35",5,387,0,45.56229224975,0.737793594738085
"36",6,1308,0,56.7573061863047,1.3982861301587
"37",7,2516,1,67.7426079681764,2.33991913865881
"38",5,2183,0,50.0746087054642,0.971135426578039
"39",6,2467,0,50.7421551304581,1.00929055593053
"40",8,2322,0,66.5969156654524,2.22661003773988
"41",6,3271,0,69.3014679545641,2.50007575294559
"42",5,1606,1,48.8308918620702,0.902597518951426
"43",7,1175,1,59.4372550072633,1.59920312851413
"44",6,2514,1,59.7937363402005,1.6272742385106
"45",7,1518,1,67.1473785920306,2.28059021935852
"46",6,2790,1,53.1049718242575,1.15222174471883
"47",7,4303,0,67.8696147062306,2.352708122185
"48",9,2489,0,73.7603867419523,2.99749283699706
"49",8,1732,1,73.1778032225853,2.92911650421307
"50",6,866,0,62.6890334620939,1.86732609087055
"51",8,1424,0,75.4256691436447,3.19869973904087
"52",8,2780,0,69.8477144444385,2.55785302580727
"53",5,2068,0,50.2927598339885,0.98349826485297
"54",6,3424,0,44.6722250800935,0.696629813497648
"55",9,3774,1,76.4278141138273,3.32394915260419
"56",15,1588,1,87.8595097046571,4.98675488194851
"57",6,3322,0,56.0115223860914,1.34548807173957
"58",7,2836,1,68.1651238349461,2.38264186656336
"59",7,3127,0,65.1913728292211,2.09259871294075
"60",6,3149,0,50.5582316565127,0.998681587274316
"61",6,277,1,59.315424036925,1.58968294888852
"62",7,3155,1,63.7717776478895,1.96273509318243
"63",5,3022,1,49.0678048273878,0.915399932333211
"64",7,4189,1,66.8977930939304,2.25600987793919
"65",8,2207,0,81.9213844253749,4.06797971613172
"66",7,1098,0,53.2440044004679,1.16102201065492
"67",8,1305,1,75.9885428387513,3.26865966768191
"68",6,384,1,56.6910829375531,1.3935437788286
"69",11,2601,1,77.868294858131,3.50955634667413
"70",5,2285,1,60.124610151683,1.65361651420964
"71",10,3361,0,89.0662843514919,5.18869914310482
"72",6,2812,1,52.8990640674366,1.139269132924
"73",7,2469,0,70.2693779359928,2.60304731444507
"74",9,4061,0,74.7753975677712,3.11910928654246
"75",9,1839,0,79.6955764159014,3.75462228948572
"76",11,3359,0,90.0115616831145,5.35057835733429
"77",14,3299,0,95.8976405461671,6.43359529425837
"78",5,838,1,52.7612485494352,1.13065347533263
"79",6,2205,1,64.519624145423,2.03046686599228
"80",5,3085,1,56.4425652291713,1.37584119530343
"81",11,626,0,85.7551794131206,4.64708196291031
"82",13,1302,0,84.4409723483683,4.44285942108212
"83",8,2805,0,73.6960168143993,2.98988696566876
"84",15,3138,0,98.3866000824863,6.93164493650564
"85",9,3261,0,76.1466671418513,3.28849209826502
"86",12,2258,1,86.8202848874399,4.81704159326922
"87",7,3399,0,59.4282662366737,1.59849944812624
"88",6,2796,1,56.7034412957728,1.39442797787533
"89",7,4155,0,71.4116565818683,2.72810316140554
"90",6,1916,0,46.6061487501677,0.788065737968812
"91",6,1937,0,60.1693813980758,1.65720229306557
"92",11,4227,1,89.8572445480801,5.32392829036107
"93",7,3788,1,76.3652696943039,3.31603972546684
"94",7,873,1,65.6788486244363,2.13845925499785
"95",7,868,1,65.2111667858549,2.09444818320962
"96",5,2111,1,56.5592606278832,1.38413522295356
"97",6,1599,1,56.7123699675845,1.39506702344183
"98",10,1828,1,82.9692108349988,4.22124964116522
"99",12,109,1,84.2402971982998,4.4122038182083
"100",14,3470,0,91.0218835236096,5.52722337057513
"101",6,3158,1,64.0112550490207,1.98426029121798
"102",10,2379,1,81.7524801081734,4.04362069681114
"103",9,3823,0,71.3480899180488,2.72104250881261
"104",10,1506,0,83.2956459277815,4.26976112865034
"105",6,2722,0,65.5581129304818,2.12703990325847
"106",6,2738,1,56.7862172030874,1.40035981081698
"107",7,1302,1,66.1207731809738,2.18060017231092
"108",6,583,0,58.8751703951281,1.55559063671556
"109",7,2173,0,64.9968818224426,2.07448321255103
