"","age","polygon","sex","length","weight"
"5564",3,3496,0,38.1696909319075,0.440751640478525
"7112",3,3298,1,38.284908415191,0.444634377357899
"4307",4,3187,1,47.5950529162204,0.837717453556826
"4281",4,3395,0,46.693404286302,0.792366856880634
"2768",5,3129,1,54.5800707617516,1.24784861068349
"2317",5,3190,0,56.8384340171716,1.40411024350436
"4166",4,3399,0,44.0333532746889,0.668032521471668
"4677",4,3247,0,47.7715787405667,0.846790941555081
"1308",6,3940,0,54.5737489266548,1.24742806234901
"896",7,3188,1,66.4804366206679,2.21529632340908
"536",8,3938,0,74.5063427132489,3.08656217891583
"2796",5,3398,0,47.3969354570769,0.827610417664489
"2218",5,989,1,56.8419472306469,1.4043628137975
"3401",4,3189,1,42.1539567500792,0.58839946729665
"811",7,3980,0,71.5674786743032,2.74546190770901
"2652",5,3011,0,51.9936432901479,1.08344760418645
"1441",6,3398,0,60.5124482034944,1.6848484073657
"2581",5,3981,0,49.1052442837041,0.917433942823691
"4575",4,3397,1,42.9372076549177,0.620781885598087
"4701",4,3188,0,46.9979108360089,0.807497663465405
"2698",5,3899,1,52.9172979294672,1.14041225588623
"3361",4,3536,0,42.4455446398948,0.600321817224256
"2612",5,3346,0,54.2175697419408,1.22388389876529
"1611",6,4020,1,55.8836072793504,1.33656591711161
"6323",3,3772,0,40.4812142445845,0.522998519890792
"1229",6,3010,0,59.0963387264432,1.57265680775305
"4169",4,3185,0,38.0426487215426,0.436496292447351
"3855",4,3448,0,43.1152070455753,0.628300449301274
"7893",3,3247,0,38.6424309400495,0.456825358750729
"4625",4,989,1,38.6838237129711,0.458250793895648
"4890",4,3248,1,42.8623368235551,0.617637126012121
"3741",4,3242,0,38.5869087593248,0.454917926166579
"442",8,3395,1,64.0458693506564,1.98738432066543
"3650",4,3130,0,50.595838733062,1.0008448347108
"1438",6,3396,0,59.4773834830847,1.6023470415341
"4897",4,3496,1,49.4926728861704,0.938656581973207
"3383",4,3646,1,46.272775452108,0.77177380473101
"2504",5,989,0,55.042710844268,1.2788780867052
"964",7,3815,1,62.9977304223436,1.89421013032715
"929",7,3246,1,63.5392899515828,1.94198533012764
"966",7,3897,0,63.8079436021674,1.96597596064693
"652",8,3772,1,64.7613218634828,2.05268063789557
"183",8,3496,1,66.8020671842216,2.24662868495319
"1288",6,3941,0,54.1919270453212,1.22220021439176
"3564",4,3454,1,41.6638371085043,0.568711676654972
"2615",5,3191,1,51.963805963506,1.08163929567692
"3684",4,3940,1,48.1709319505939,0.867555318445753
"1989",6,3688,1,68.9713926230014,2.4655820564768
"2319",5,3454,1,60.7382011129539,1.7032048598345
"248",8,3493,1,70.9633999678648,2.6785689671368
"4088",4,3496,0,39.9464870156072,0.503147581286679
"713",8,3242,0,70.3131014716813,2.60776340632596
"2623",5,989,0,52.4868412801708,1.11362624485725
"5087",4,3813,1,48.0256095086693,0.859961050404297
"2810",5,3772,1,56.5769888634576,1.38539810647018
"715",8,4058,1,79.9248885864916,3.78614655082234
"5137",4,3729,1,47.6329877858972,0.839661908392768
"4078",4,3646,0,38.064895857489,0.437239515940826
"3971",4,3646,1,45.0779584689196,0.715201836447256
"101",9,3493,0,76.3114449423808,3.30924289410812
"1670",6,3185,0,61.4004714162239,1.75781168986667
"3182",5,3248,1,53.2383170093641,1.16066115665609
"4316",4,3188,0,46.5420870253207,0.784917695227228
"3193",5,3298,0,56.9255480528457,1.4103818056405
"3345",4,3980,1,47.9725358451376,0.857198440799975
"2069",5,3938,0,55.096389739795,1.28251079309372
"1178",7,3190,1,61.7704583744706,1.78881275626431
"2916",5,3188,1,54.2623577933069,1.22682830615845
"724",8,3980,0,79.8006145867649,3.76904074330506
"4183",4,3131,0,44.3077189762363,0.680217369242197
"6773",3,3130,1,39.1665703453242,0.475091125143442
"2628",5,3131,1,54.9231789638481,1.27081307412993
"1625",6,3815,0,58.5192611909643,1.5283833346622
"7714",3,3536,0,39.3462120035657,0.481459992436805
"5",12,3188,0,81.6239501235647,4.0251486647107
"1804",6,989,1,62.5719043293995,1.85719138082001
"2791",5,3131,0,48.5742521173564,0.888862331674759
